# epoch,train_mse,val_mse,val_iou
1.000000,0.072330,0.021786,0.643324
2.000000,0.018083,-1.000000,-1.000000
3.000000,0.013249,-1.000000,-1.000000
4.000000,0.010319,-1.000000,-1.000000
5.000000,0.009504,0.016463,0.705636
